,city_id,valid_st,missing_st,wonkiness_st,valid_tr,missing_tr,wonkiness_tr,city,country,total_stations,total_tracks,avg_wonkiness
50,89,57,0,0.0,18,0,0.0,Newcastle-on-Tyne,England,57,18,0.0
51,91,1348,0,0.0,321,0,0.0,Osaka,Japan,1348,321,0.0
52,95,889,0,0.0,487,0,0.0,Paris,France,889,487,0.0
53,99,46,0,0.0,34,0,0.0,Prague,Czech Republic,46,34,0.0
54,102,167,0,0.0,146,0,0.0,Rio de Janeiro,Brazil,167,146,0.0
55,103,121,0,0.0,25,0,0.0,Rome,Italy,121,25,0.0
56,104,19,0,0.0,36,0,0.0,Salvador,Brazil,19,36,0.0
57,105,83,0,0.0,51,0,0.0,St. Petersburg,Russia,83,51,0.0
58,106,298,0,0.0,99,0,0.0,São Paulo,Brazil,298,99,0.0
59,107,528,0,0.0,86,0,0.0,Shanghai,China,528,86,0.0
60,108,290,0,0.0,61,0,0.0,Singapore,Singapore,290,61,0.0
61,109,81,0,0.0,25,0,0.0,Sofia,Bulgaria,81,25,0.0
62,110,109,0,0.0,160,0,0.0,Stockholm,Sweden,109,160,0.0
63,111,119,0,0.0,75,0,0.0,Sydney,Australia,119,75,0.0
64,113,183,0,0.0,29,0,0.0,Teheran,Iran,183,29,0.0
65,114,3926,0,0.0,1115,0,0.0,Tokyo,Japan,3926,1115,0.0
66,116,16,0,0.0,2,0,0.0,Venice,Italy,16,2,0.0
67,118,119,0,0.0,119,0,0.0,Vienna,Austria,119,119,0.0
68,120,45,0,0.0,14,0,0.0,Warsaw,Poland,45,14,0.0
69,121,28,0,0.0,3,0,0.0,Wellington,New Zealand,28,3,0.0
70,123,3,0,0.0,9,0,0.0,Monterrey,Mexico,3,9,0.0
71,124,102,0,0.0,251,0,0.0,Valparaíso,Chile,102,251,0.0
72,126,20,0,0.0,5,0,0.0,Guadalajara,México,20,5,0.0
73,128,15,0,0.0,8,0,0.0,Albuquerque,United States,15,8,0.0
74,131,73,0,0.0,30,0,0.0,Atlanta,United States,73,30,0.0
75,132,15,0,0.0,133,0,0.0,Austin,United States,15,133,0.0
76,134,61,0,0.0,141,0,0.0,Baltimore,United States,61,141,0.0
77,139,481,0,0.0,312,0,0.0,Boston,United States,481,312,0.0
78,140,15,0,0.0,3,0,0.0,Buffalo,United States,15,3,0.0
79,145,43,0,0.0,9,0,0.0,Charlotte,United States,43,9,0.0
